Period	Decade	AxisYear	Year	Observed_22_24	Trend_22_24	Observed_24_26	Trend_24_26	Observed_26_28	Trend_26_28	Observed_28_30	Trend_28_30	Observed_30_32	Trend_30_32	Observed_32_34	Trend_32_34	Observed_34_36	Trend_34_36	Observed_36_38	Trend_36_38	Observed_38_40	Trend_38_40	Observed_40_42	Trend_40_42	Observed_42_44	Trend_42_44	Observed_44_46	Trend_44_46	Observed_46_48	Trend_46_48	Observed_Bight	Trend_Bight
501	80	1987.667	1987	28.39	23.1605	25.45	21.0939	22.63	19.3546	21.41	18.1988	19.7	17.322	17.8	15.7165	16.21	14.1482	15.72	13.1596	13.81	12.1375	12.24	11.3348	13.99	12.2626	13.78	12.0151	12.91	11.3959	19.31	17.1381
502	80	1987.75	1987	27.83	23.157	25.29	21.0978	23.03	19.3687	21.15	18.2061	19.47	17.3276	18.14	15.7198	16.92	14.1498	15.19	13.1502	14.39	12.1398	12.91	11.3331	13.25	12.2603	14.11	12.0174	12.51	11.3991	19.3	17.1461
503	80	1987.8333	1987	25.77	23.1437	23.6	21.0919	21.65	19.3693	19.85	18.2072	18.36	17.3327	16.86	15.7119	15.97	14.1408	14.8	13.1486	13.95	12.1362	13.13	11.3279	12.97	12.2591	13	12.0145	11.66	11.4019	18.02	17.1452
504	80	1987.917	1987	23.54	23.1287	21.65	21.0833	19.97	19.3657	18.03	18.2004	16.83	17.3296	15.2	15.6967	13.85	14.1176	13.01	13.1242	12.52	12.1247	11.71	11.3117	11.48	12.2546	11.33	12.007	9.79	11.4	15.84	17.1324
505	80	1988	1988	21.52	23.1194	19.13	21.071	17.26	19.3514	15.78	18.1855	15.06	17.3142	13.51	15.6762	12.66	14.1006	11.71	13.101	11.48	12.1133	10.61	11.2934	10.56	12.25	11.4	12.003	8.91	11.3981	14.29	17.1182
506	80	1988.0833	1988	20.63	23.1145	18.87	21.0753	16.9	19.3573	15.92	18.1962	14.85	17.3189	13.97	15.6802	12.85	14.095	11.58	13.0897	11.16	12.1034	10.23	11.2763	9.62	12.2444	9.15	11.9859	8.38	11.3956	14.54	17.1218
507	80	1988.167	1988	20.24	23.1148	19.05	21.0849	17.9	19.3797	16.64	18.2125	15.86	17.3376	13.98	15.6798	12.92	14.088	11.72	13.0788	10.97	12.0923	10.25	11.2587	10.44	12.2447	10.26	11.9787	9.05	11.3931	15.15	17.1284
508	80	1988.25	1988	21.02	23.1216	19.28	21.0909	18.14	19.3865	17.67	18.2261	16.83	17.3481	15.05	15.6892	13.27	14.081	11.79	13.0687	11.03	12.0835	9.98	11.2388	10.73	12.2423	9.8	11.9639	10.22	11.3921	16.17	17.1349
509	80	1988.3333	1988	20.49	23.108	19.12	21.0859	17.85	19.3818	17.3	18.2188	16.72	17.3365	15.04	15.6812	12.4	14.059	11.74	13.0527	11.46	12.0718	11.78	11.2274	11.86	12.2397	11.74	11.9535	12.04	11.3887	16.21	17.1232
510	80	1988.417	1988	20.02	23.0814	19.31	21.0727	18.32	19.3777	18.57	18.2264	16.69	17.325	14.78	15.6608	13.15	14.0466	12.7	13.0415	11.81	12.057	12.15	11.2006	13.06	12.2363	13	11.9404	13.3	11.3793	16.35	17.1106
511	80	1988.5	1988	22.93	23.062	21.17	21.0519	20.36	19.3744	19.52	18.2122	18.22	17.3179	16.36	15.6585	14.76	14.0422	13.45	13.0272	11.79	12.037	10.8	11.1629	13.4	12.2303	12.95	11.9228	13.19	11.3658	19.41	17.1274
512	80	1988.5833	1988	24.84	23.0515	22.7	21.0389	20.73	19.3571	20.51	18.2052	19.63	17.3228	17.9	15.6626	15.99	14.0341	15	13.0226	13.01	12.0272	11.2	11.136	13.53	12.2269	12.15	11.9104	13.12	11.3582	19.93	17.1194
513	80	1988.667	1988	25.94	23.0492	23.07	21.0269	20.75	19.345	20.38	18.1942	19.64	17.3132	17.91	15.6496	15.1	14.0113	14.24	12.9959	12.36	12.0086	10.55	11.1129	12.36	12.2234	12.39	11.9088	12.33	11.353	19.65	17.1131
514	80	1988.75	1988	24.76	23.0405	21.97	21.0206	19.96	19.3435	19	18.1802	19.05	17.3104	17.31	15.6372	15.17	14.0029	13.84	12.9871	13.1	12.0101	11.79	11.1126	13.86	12.2361	12.73	11.915	12.82	11.364	19.03	17.1129
515	80	1988.8333	1988	22.73	23.034	20.79	21.0237	19.68	19.3603	17.69	18.1799	17.49	17.3077	15.66	15.6241	13.73	13.9909	13.03	12.9835	12.97	12.0092	11.88	11.1083	12.68	12.2393	12.45	11.9214	11.43	11.3673	16.61	17.0968
516	80	1988.917	1988	22.03	23.0429	19.54	21.0298	18.5	19.3699	16.94	18.1909	15.96	17.3078	14.9	15.6258	13.08	13.988	11.76	12.9728	11.43	11.999	10.4	11.0966	11.21	12.2416	10.93	11.9209	9.83	11.3697	14.72	17.0915
517	80	1989	1989	19.62	23.0417	17.89	21.0356	16.27	19.37	15.51	18.1919	14.95	17.3107	13.07	15.6088	11.72	13.9769	10.51	12.961	10.24	11.9907	9.21	11.0866	9.63	12.2425	9.13	11.9165	7.85	11.3649	13.05	17.0818
518	80	1989.0833	1989	19.16	23.0514	17.37	21.0471	16.31	19.39	15.06	18.1994	14.18	17.3122	12.77	15.6107	11.62	13.9765	10.48	12.9648	10.21	11.9893	9.26	11.0847	8.98	12.2472	7.94	11.9139	6.46	11.3632	13.29	17.0936
519	80	1989.167	1989	19.21	23.0669	18.19	21.0742	16.98	19.4187	16	18.2239	14.93	17.3337	14.24	15.6402	11.88	13.9824	11.49	12.9815	10.76	11.992	9.85	11.086	9.31	12.2578	8.58	11.918	8.23	11.3748	14.49	17.1196
520	80	1989.25	1989	19.41	23.0817	18.59	21.0938	17.8	19.4432	16.66	18.2397	16.06	17.3587	14.78	15.6541	13.1	13.9972	12.86	13.0042	11.82	11.9986	10.84	11.088	10.75	12.2734	10.42	11.9277	10.31	11.3886	16.03	17.1456
521	80	1989.3333	1989	19.84	23.0944	18.55	21.1027	17.39	19.4502	17.52	18.2574	16.92	17.3766	14.99	15.6597	12.9	13.9952	12.45	12.9974	11.81	11.9903	10.76	11.0793	12.82	12.2884	12.48	11.9324	12.19	11.3957	16.5	17.1524
522	80	1989.417	1989	20.88	23.1014	19.57	21.1113	19.33	19.4755	17.73	18.2597	16.72	17.3772	15.16	15.657	13.41	13.9912	13.01	12.9912	11.54	11.9762	10.72	11.0655	13.44	12.2956	13.56	11.9317	13.59	11.3971	16.68	17.1517
523	80	1989.5	1989	23.97	23.1005	21.65	21.1061	20.25	19.4711	20.08	18.2736	18.72	17.3889	17.11	15.6671	13.71	13.9834	12.9	12.9757	11.38	11.961	11.38	11.058	14.72	12.3036	15.26	11.9334	15.32	11.4021	19.17	17.171
524	80	1989.5833	1989	26.05	23.1045	23.83	21.113	21.83	19.4797	20.71	18.2712	19.13	17.39	17.31	15.6581	14.96	13.9876	14.29	12.9809	12.6	11.9581	11.41	11.0479	14.24	12.3077	15.31	11.9325	14.7	11.3974	20.1	17.1801
525	80	1989.667	1989	26.98	23.1126	24.9	21.1203	21.89	19.4795	20.58	18.2689	20.04	17.4079	17.25	15.6506	14.86	13.9883	15.28	12.9895	13.59	11.9583	11.69	11.045	15.26	12.317	12.87	11.9228	13.48	11.3917	19.58	17.1812
526	80	1989.75	1989	26.6	23.1235	24.43	21.1309	22.25	19.5013	19.98	18.275	19.91	17.4268	16.97	15.656	15.54	14.0026	14.78	12.9907	13	11.9553	11.37	11.0488	13.26	12.3192	12.43	11.9274	12.5	11.3954	18.25	17.183
527	80	1989.8333	1989	25.11	23.1315	23.26	21.1417	22.2	19.5272	19.92	18.299	18.46	17.437	16.62	15.6749	15.23	14.0174	13.73	12.9926	12.61	11.9573	10.84	11.0548	12.43	12.3246	11.74	11.9348	11.06	11.3991	17.86	17.2095
528	80	1989.917	1989	23.67	23.1383	22.3	21.1552	20.36	19.532	18.27	18.3017	17.29	17.4504	15.63	15.6874	14.83	14.0295	13.37	12.9995	12.79	11.9652	11.41	11.071	11.35	12.3316	10.88	11.9411	9.68	11.4052	16.81	17.2291
529	90	1990	1990	21.08	23.1375	19.67	21.1526	18.41	19.5352	16.98	18.3055	15.89	17.4508	15.28	15.6965	13.82	14.0295	12.59	12.9952	11.76	11.9609	10.62	11.0771	10.45	12.3379	10	11.9449	9.02	11.4096	16.16	17.2412
530	90	1990.0833	1990	20.35	23.1471	18.99	21.1617	17.18	19.5372	16.08	18.3053	15.25	17.4547	13.92	15.6805	12.55	14.0204	11.13	12.977	10.68	11.9513	9.63	11.0783	9.76	12.3443	9.12	11.9465	7.78	11.4095	15.03	17.2349
531	90	1990.167	1990	20.52	23.1659	18.69	21.1758	16.87	19.5503	15.77	18.3104	15.4	17.4638	13.28	15.6729	11.93	14.0184	11.37	12.9773	10.65	11.9477	10.06	11.0854	10.17	12.3547	9.59	11.9506	8.96	11.4158	14.78	17.2381
532	90	1990.25	1990	20.64	23.1817	19.2	21.1949	17.68	19.572	17	18.3312	16.03	17.4773	14.36	15.6907	12.87	14.0318	12.21	12.9876	11.04	11.9478	10.82	11.0924	11.41	12.3669	10.78	11.9566	10.51	11.423	16.14	17.2596
533	90	1990.3333	1990	20.85	23.1945	19.19	21.2029	17.85	19.5837	16.75	18.3326	17.25	17.4986	15.12	15.7072	12.82	14.0341	12.04	12.9805	10.8	11.9382	9.73	11.0861	11.61	12.3727	11.9	11.9562	11.39	11.4216	17.08	17.2724
534	90	1990.417	1990	22.33	23.2088	19.92	21.2079	18.87	19.5971	18.03	18.3487	17.02	17.4971	16.02	15.7159	13.3	14.034	12.69	12.9744	11.71	11.9352	12.12	11.0951	13.66	12.3839	13.45	11.9566	13.47	11.424	17.89	17.279
535	90	1990.5	1990	26.27	23.2167	23.96	21.2212	21.93	19.6159	20.3	18.3611	19.15	17.5074	17.36	15.7165	14.91	14.0436	14.35	12.98	12.97	11.9321	12.23	11.0917	14.9	12.392	13.67	11.9523	14.36	11.4236	19.78	17.2856
536	90	1990.5833	1990	27.35	23.2098	24.58	21.2087	21.98	19.6048	20.82	18.3568	19.5	17.5046	17.71	15.7075	16.36	14.0516	15.62	12.979	13.45	11.9228	12.22	11.0855	14.78	12.3969	13.91	11.9553	15.15	11.4268	20.11	17.2813
537	90	1990.667	1990	28.71	23.2165	26.26	21.2165	23.88	19.6218	21.36	18.363	20.88	17.5248	18.58	15.7081	15.79	14.046	16.04	12.9705	14.57	11.9199	14.92	11.0945	16.23	12.4061	15.66	11.9676	15.83	11.4302	20.45	17.2904
538	90	1990.75	1990	27.82	23.2164	25.01	21.213	23.06	19.6236	21.26	18.3734	20.22	17.5281	17.42	15.6924	16.06	14.0518	14.3	12.9441	12.48	11.9006	10.92	11.0699	14.29	12.4051	13.69	11.9671	12.95	11.42	19.86	17.2969
539	90	1990.8333	1990	25.89	23.212	23.8	21.2162	21.9	19.6287	19.77	18.3741	18.78	17.5295	16.62	15.6908	15.09	14.055	12.33	12.9235	12.05	11.897	11.38	11.0704	13.63	12.4046	12.45	11.9702	11.65	11.4176	18.27	17.297
540	90	1990.917	1990	23.96	23.2077	22.18	21.2162	20.81	19.6358	18.7	18.3804	17.02	17.5247	14.7	15.6781	14.15	14.0574	11.72	12.9206	10.94	11.8921	10.5	11.069	11.07	12.3985	11.02	11.9714	8.86	11.41	16.42	17.2949
